#,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
1014,OTHER MANUFACTURES GROUP,,CUTLERY,,,1017,4603,,-1.85,-2.5,Export,2022,Qtr 3,August,1
1015,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,110,72,326,-17.29,4.39,3.82,Export,2022,Qtr 3,August,1
1017,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2022,Qtr 3,August,1
1018,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,16834,6453,29214,108.65,124.14,122.67,Export,2022,Qtr 3,August,1
1019,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,3900,6600,29881,24.8,25.48,24.66,Export,2022,Qtr 3,August,1
1020,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,18895,85543,,91.25,89.99,Export,2022,Qtr 3,August,1
1022,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,189,698,3159,18.13,18.46,17.7,Export,2022,Qtr 3,August,1
1023,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,121,546,,-55.46,-55.79,Export,2022,Qtr 3,August,1
1024,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,955,4325,,38.27,37.35,Export,2022,Qtr 3,August,1
1026,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,1233,5584,,46.32,45.34,Export,2022,Qtr 3,August,1
1027,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,589,2666,,10.05,9.35,Export,2022,Qtr 3,August,1
1028,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,2323,10519,,99.26,97.95,Export,2022,Qtr 3,August,1
1029,OTHER MANUFACTURES GROUP,,GEMS,K.G,150,53,241,-81.25,-81.63,-81.77,Export,2022,Qtr 3,August,1
1030,OTHER MANUFACTURES GROUP,,JEWELLERY,,,137,620,,-38.01,-38.43,Export,2022,Qtr 3,August,1
1031,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,226,414,1873,36.14,40.72,39.78,Export,2022,Qtr 3,August,1
1032,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,154,5,25,-99.54,-99.54,-99.53,Export,2022,Qtr 3,August,1
1033,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,24,111,,100,100,Export,2022,Qtr 3,August,1
1034,OTHER MANUFACTURES GROUP,,CEMENT,M.T,223987,2560,11589,113.03,107.28,105.92,Export,2022,Qtr 3,August,1
1035,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,1729,734,3321,-23.9,-22.61,-23.13,Export,2022,Qtr 3,August,1
1036,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,28850,130607,,-2.37,-3.02,Export,2022,Qtr 3,August,1
1040,FOOD GROUP,RICE,BASMATI,M.T,46514,11495,51144,18.03,12.12,10.9,Export,2022,Qtr 4,December,1
1041,FOOD GROUP,RICE,OTHERS,M.T,269025,28623,127346,-28.98,-18.01,-18.9,Export,2022,Qtr 4,December,1
1042,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,16880,8812,39206,-18.71,-22.58,-23.42,Export,2022,Qtr 4,December,1
1043,FOOD GROUP,,FRUITS,M.T,140118,10236,45541,260.93,198.14,194.88,Export,2022,Qtr 4,December,1
1044,FOOD GROUP,,VEGETABLES,M.T,54660,3355,14926,23.12,8.54,7.36,Export,2022,Qtr 4,December,1
1045,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,0,0,0,Export,2022,Qtr 4,December,1
1046,FOOD GROUP,,TOBACCO,M.T,1253,733,3263,-60.6,-48.84,-49.4,Export,2022,Qtr 4,December,1
1047,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2022,Qtr 4,December,1
1048,FOOD GROUP,,SPICES,M.T,2410,2103,9358,-4.14,-3.83,-4.88,Export,2022,Qtr 4,December,1
1049,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,5538,2387,10622,-44.94,-40.38,-41.02,Export,2022,Qtr 4,December,1
1050,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2022,Qtr 4,December,1
1051,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,7780,7154,31829,0.07,-1.2,-2.28,Export,2022,Qtr 4,December,1
1052,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,14675,65292,,-21.21,-22.07,Export,2022,Qtr 4,December,1
1054,TEXTILE GROUP,,RAW COTTON,M.T,0,0,0,-100,-100,-100,Export,2022,Qtr 4,December,1
1055,TEXTILE GROUP,,COTTON YARN,M.T,17341,11991,53349,39.16,25.78,24.41,Export,2022,Qtr 4,December,1
1056,TEXTILE GROUP,,COTTON CLOTH,M.T,27389,36563,162675,6.4,7.1,5.93,Export,2022,Qtr 4,December,1
1057,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,181,75,332,45.99,27.48,25.76,Export,2022,Qtr 4,December,1
1058,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1017,731,3253,-20.78,-30.4,-31.15,Export,2022,Qtr 4,December,1
1059,TEXTILE GROUP,,KNITWEAR,TH.DOZ,15014,79492,353671,-11.17,-10.66,-11.63,Export,2022,Qtr 4,December,1
1060,TEXTILE GROUP,,BED WEAR,M.T,30501,46846,208422,-7.81,-5.28,-6.31,Export,2022,Qtr 4,December,1
1061,TEXTILE GROUP,,TOWELS,M.T,16326,18472,82186,-11.62,-10.31,-11.29,Export,2022,Qtr 4,December,1
1062,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,3073,2320,10324,-22.48,-26.29,-27.09,Export,2022,Qtr 4,December,1
1063,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,5114,71729,319134,-10.92,-1.23,-2.3,Export,2022,Qtr 4,December,1
1064,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6182,6720,29897,-5.89,-8.55,-9.55,Export,2022,Qtr 4,December,1
1065,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,16019,71270,,3.86,2.72,Export,2022,Qtr 4,December,1
1066,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,13834,61548,,4.6,3.46,Export,2022,Qtr 4,December,1
1068,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,63350,9642,42900,100,100,100,Export,2022,Qtr 4,December,1
1069,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,1513,226,1008,-87.92,-85.87,-86.02,Export,2022,Qtr 4,December,1
1070,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,0,0,0,0,0,0,Export,2022,Qtr 4,December,1
1071,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,-100,-100,-100,Export,2022,Qtr 4,December,1
1073,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,186,1178,5243,-37.08,-45.41,-46,Export,2022,Qtr 4,December,1
1075,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,350,4252,18917,-7.34,-7.27,-8.28,Export,2022,Qtr 4,December,1
1076,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,258,1539,6847,12.17,13,11.77,Export,2022,Qtr 4,December,1
1077,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,1843,8199,,-4.8,-5.83,Export,2022,Qtr 4,December,1
1078,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1122,2782,12379,1.02,-19.48,-20.36,Export,2022,Qtr 4,December,1
1080,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,168,5995,26674,15.07,15.33,14.07,Export,2022,Qtr 4,December,1
1081,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,740,5682,25278,4.23,4.76,3.62,Export,2022,Qtr 4,December,1
1082,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,363,1614,,29.59,28.2,Export,2022,Qtr 4,December,1
1084,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,1088,3170,14102,37.77,42.99,41.43,Export,2022,Qtr 4,December,1
1085,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,5,6,27,161.7,69.06,68.75,Export,2022,Qtr 4,December,1
1086,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1401,557,2479,-17.83,-5.31,-6.35,Export,2022,Qtr 4,December,1
1087,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,8680,38617,,4.04,2.9,Export,2022,Qtr 4,December,1
1088,OTHER MANUFACTURES GROUP,,CUTLERY,,,1200,5340,,14,12.75,Export,2022,Qtr 4,December,1
1089,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,110,70,313,57.05,48.42,46.95,Export,2022,Qtr 4,December,1
1091,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2022,Qtr 4,December,1
1092,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,12085,3028,13473,-12.43,-24.62,-25.45,Export,2022,Qtr 4,December,1
1093,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,6250,7007,31176,1.56,-1.36,-2.43,Export,2022,Qtr 4,December,1
1094,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,15796,70278,,5.93,4.78,Export,2022,Qtr 4,December,1
1096,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,80,306,1362,105.13,106.02,103.89,Export,2022,Qtr 4,December,1
1097,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,51,227,,-79.35,-79.55,Export,2022,Qtr 4,December,1
1098,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,835,3714,,-17.77,-18.66,Export,2022,Qtr 4,December,1
1100,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,836,3721,,30.24,28.8,Export,2022,Qtr 4,December,1
1101,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,429,1910,,1.45,0.37,Export,2022,Qtr 4,December,1
1102,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,1753,7798,,-36.07,-36.77,Export,2022,Qtr 4,December,1
1103,OTHER MANUFACTURES GROUP,,GEMS,K.G,300,116,515,87.5,46.98,45.48,Export,2022,Qtr 4,December,1
1104,OTHER MANUFACTURES GROUP,,JEWELLERY,,,115,513,,0.63,-0.58,Export,2022,Qtr 4,December,1
1105,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,96,204,906,-36,-34.41,-35.15,Export,2022,Qtr 4,December,1
1106,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,0,0,0,-100,-100,-100,Export,2022,Qtr 4,December,1
1107,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,18,80,,100,100,Export,2022,Qtr 4,December,1
1108,OTHER MANUFACTURES GROUP,,CEMENT,M.T,165791,1963,8732,-25.69,-16.77,-17.68,Export,2022,Qtr 4,December,1
1109,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,2068,728,3238,11.97,8.39,7.22,Export,2022,Qtr 4,December,1
1110,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,45081,200572,,0.13,-0.96,Export,2022,Qtr 4,December,1
1114,FOOD GROUP,RICE,BASMATI,M.T,80145,12903,48498,36.41,32.87,50.75,Export,2022,Qtr 1,February,1
1115,FOOD GROUP,RICE,OTHERS,M.T,378177,31688,131790,-6.28,8.93,36.24,Export,2022,Qtr 1,February,1
1116,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,14300,6336,30803,27.63,15.51,16.55,Export,2022,Qtr 1,February,1
1117,FOOD GROUP,,FRUITS,M.T,68045,7594,52847,-21.41,-41.04,-18.58,Export,2022,Qtr 1,February,1
1118,FOOD GROUP,,VEGETABLES,M.T,101532,6749,47444,13.74,9.24,-19.4,Export,2022,Qtr 1,February,1
1119,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,-100,-100,0,Export,2022,Qtr 1,February,1
1120,FOOD GROUP,,TOBACCO,M.T,1748,618,1096,-6.43,-28.64,219.53,Export,2022,Qtr 1,February,1
1121,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,February,1
1122,FOOD GROUP,,SPICES,M.T,2117,1724,9260,-14.19,-20.43,5.51,Export,2022,Qtr 1,February,1
1123,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,3467,1068,14976,-34.33,-16.53,-59.58,Export,2022,Qtr 1,February,1
1124,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,February,1
1125,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,6650,5102,26147,6.86,0.89,10.56,Export,2022,Qtr 1,February,1
1126,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,11279,47914,,9.6,33.39,Export,2022,Qtr 1,February,1
1128,TEXTILE GROUP,,RAW COTTON,M.T,559,236,0,-62.02,-61.47,100,Export,2022,Qtr 1,February,1
1129,TEXTILE GROUP,,COTTON YARN,M.T,33202,22505,120261,69.38,64.85,6.03,Export,2022,Qtr 1,February,1
1130,TEXTILE GROUP,,COTTON CLOTH,M.T,37815,41038,148968,1.93,7.32,56.09,Export,2022,Qtr 1,February,1
1131,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,February,1
1132,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,2187,1371,3291,25.85,35.23,136.1,Export,2022,Qtr 1,February,1
1133,TEXTILE GROUP,,KNITWEAR,TH.DOZ,20616,73131,291987,9.92,7.02,41.92,Export,2022,Qtr 1,February,1
1134,TEXTILE GROUP,,BED WEAR,M.T,37349,46308,203372,-4.62,-0.65,29.02,Export,2022,Qtr 1,February,1
1135,TEXTILE GROUP,,TOWELS,M.T,18708,17782,77479,8.13,10.75,30.05,Export,2022,Qtr 1,February,1
1136,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2130,1170,8336,-36.35,-22.81,-20.45,Export,2022,Qtr 1,February,1
1137,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,4100,62500,238456,8.15,7.16,48.52,Export,2022,Qtr 1,February,1
1138,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,8536,7644,29158,1.48,15.09,48.55,Export,2022,Qtr 1,February,1
1139,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,11474,59112,,-5.45,9.99,Export,2022,Qtr 1,February,1
1140,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,10410,53620,,-0.67,10.01,Export,2022,Qtr 1,February,1
1142,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,19035,-100,-100,100,Export,2022,Qtr 1,February,1
1143,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,50000,5127,475,532.03,369.52,6016.21,Export,2022,Qtr 1,February,1
1144,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,0,0,233,0,0,-100,Export,2022,Qtr 1,February,1
1145,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2022,Qtr 1,February,1
1147,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,160,1101,5650,-28.89,-26.27,10.39,Export,2022,Qtr 1,February,1
1149,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,405,3747,8937,50.67,46.9,137.6,Export,2022,Qtr 1,February,1
1150,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,220,1053,5092,-23.34,-15.62,17.18,Export,2022,Qtr 1,February,1
1151,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,1432,4795,,7.8,69.18,Export,2022,Qtr 1,February,1
1152,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1891,3776,12491,56.04,28.42,71.27,Export,2022,Qtr 1,February,1
1154,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,143,4099,21900,-0.42,-15.73,6.05,Export,2022,Qtr 1,February,1
1155,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,773,4643,18547,-4.14,18.22,41.86,Export,2022,Qtr 1,February,1
1156,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,227,1124,,-29.51,14.41,Export,2022,Qtr 1,February,1
1158,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,1087,2540,10601,69.12,52.4,35.79,Export,2022,Qtr 1,February,1
1159,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,22,60,44,-0.66,122.41,672.73,Export,2022,Qtr 1,February,1
1160,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1130,616,2121,14.29,14.67,64.5,Export,2022,Qtr 1,February,1
1161,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,5988,34352,,-4.29,-1.23,Export,2022,Qtr 1,February,1
1162,OTHER MANUFACTURES GROUP,,CUTLERY,,,998,10644,,-34.39,-46.87,Export,2022,Qtr 1,February,1
1163,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,151,106,568,-7.93,47.24,5.81,Export,2022,Qtr 1,February,1
1165,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,February,1
1166,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,27682,8247,23617,47,40.3,97.87,Export,2022,Qtr 1,February,1
1167,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,3522,4138,22811,131.56,38.1,2.78,Export,2022,Qtr 1,February,1
1168,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,17559,28239,,60.86,252.34,Export,2022,Qtr 1,February,1
1170,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,140,423,2503,-23.5,-21.29,-4.16,Export,2022,Qtr 1,February,1
1171,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,74,712,,-77.03,-41.15,Export,2022,Qtr 1,February,1
1172,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,271,2265,,-59.49,-32.19,Export,2022,Qtr 1,February,1
1174,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,915,6978,,6.94,-25.67,Export,2022,Qtr 1,February,1
1175,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,456,1571,,2.94,64.48,Export,2022,Qtr 1,February,1
1176,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,567,3715,,-59.08,-13.51,Export,2022,Qtr 1,February,1
1177,OTHER MANUFACTURES GROUP,,GEMS,K.G,233,56,1435,-61.99,-63.28,-77.84,Export,2022,Qtr 1,February,1
1178,OTHER MANUFACTURES GROUP,,JEWELLERY,,,23,191,,-57.96,-31.41,Export,2022,Qtr 1,February,1
1179,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,138,191,931,7.09,1.66,16.33,Export,2022,Qtr 1,February,1
1180,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,35179,957,6,100,100,90266.67,Export,2022,Qtr 1,February,1
1181,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,0,0,,0,0,Export,2022,Qtr 1,February,1
1182,OTHER MANUFACTURES GROUP,,CEMENT,M.T,433780,3269,19525,10.21,8.06,-5.14,Export,2022,Qtr 1,February,1
1183,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,1817,624,2576,-11.14,-9.57,37.27,Export,2022,Qtr 1,February,1
1184,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,43359,149185,,5.89,65.93,Export,2022,Qtr 1,February,1
1188,FOOD GROUP,RICE,BASMATI,M.T,62734,10241,58086,10.48,17.58,18.15,Export,2022,Qtr 1,January,1
1189,FOOD GROUP,RICE,OTHERS,M.T,371548,28561,161992,-21.89,-15.65,-15.23,Export,2022,Qtr 1,January,1
1190,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,11201,5485,31111,-37.41,-38.05,-37.74,Export,2022,Qtr 1,January,1
1191,FOOD GROUP,,FRUITS,M.T,73804,12900,73166,-19.98,4.78,5.29,Export,2022,Qtr 1,January,1
1192,FOOD GROUP,,VEGETABLES,M.T,89381,6204,35190,17.78,9.31,9.85,Export,2022,Qtr 1,January,1
1193,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,25,4,22,-50,-43.46,-47.62,Export,2022,Qtr 1,January,1
1194,FOOD GROUP,,TOBACCO,M.T,1842,866,4913,-50.11,-57.56,-57.35,Export,2022,Qtr 1,January,1
1195,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,January,1
1196,FOOD GROUP,,SPICES,M.T,2306,2119,12017,-13.24,-0.53,-0.02,Export,2022,Qtr 1,January,1
1197,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,4368,1292,7327,-74.97,-71.72,-71.58,Export,2022,Qtr 1,January,1
1198,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,January,1
1199,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,6223,5057,28683,-6.63,-3.43,-2.97,Export,2022,Qtr 1,January,1
1200,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,10401,58993,,-6.65,-6.19,Export,2022,Qtr 1,January,1
1202,TEXTILE GROUP,,RAW COTTON,M.T,1473,612,3470,104.3,96.08,96.82,Export,2022,Qtr 1,January,1
1203,TEXTILE GROUP,,COTTON YARN,M.T,19393,13652,77430,-32.33,-27.67,-27.32,Export,2022,Qtr 1,January,1
1204,TEXTILE GROUP,,COTTON CLOTH,M.T,36847,38239,216887,8.4,14.14,14.7,Export,2022,Qtr 1,January,1
1205,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,-100,-100,-100,Export,2022,Qtr 1,January,1
1206,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1785,1014,5751,0.22,10.1,10.6,Export,2022,Qtr 1,January,1
1207,TEXTILE GROUP,,KNITWEAR,TH.DOZ,11545,68297,387368,-4.15,-12.3,-11.87,Export,2022,Qtr 1,January,1
1208,TEXTILE GROUP,,BED WEAR,M.T,37042,46617,264403,-6.17,3.81,4.32,Export,2022,Qtr 1,January,1
1209,TEXTILE GROUP,,TOWELS,M.T,17222,16056,91067,-9.18,-5.22,-4.76,Export,2022,Qtr 1,January,1
1210,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2729,1516,8597,-44.91,-38.71,-38.41,Export,2022,Qtr 1,January,1
1211,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,4325,58390,331177,6.13,-4.91,-4.44,Export,2022,Qtr 1,January,1
1212,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,7598,6639,37658,-18.58,-7.32,-6.86,Export,2022,Qtr 1,January,1
1213,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,12135,68829,,-1.11,-0.63,Export,2022,Qtr 1,January,1
1214,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,10519,59660,,-4.22,-3.75,Export,2022,Qtr 1,January,1
1216,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,45753,4681,26551,8.33,3.71,4.22,Export,2022,Qtr 1,January,1
1217,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,7902,1092,6193,116.14,88.26,89.16,Export,2022,Qtr 1,January,1
1218,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,0,0,0,0,0,0,Export,2022,Qtr 1,January,1
1219,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2022,Qtr 1,January,1
1221,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,235,1493,8466,23.68,23.25,23.9,Export,2022,Qtr 1,January,1
1223,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,273,2551,14469,-6.19,-4.31,-3.83,Export,2022,Qtr 1,January,1
1224,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,290,1239,7025,16.47,20.26,20.87,Export,2022,Qtr 1,January,1
1225,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,247,1303,7388,,-7.02,-6.54,Export,2022,Qtr 1,January,1
1226,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1309,2940,16674,19.11,-3.29,-2.82,Export,2022,Qtr 1,January,1
1228,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,140,4862,27576,-19.54,-3.72,-3.26,Export,2022,Qtr 1,January,1
1229,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,800,3928,22278,-13.14,-3.7,-3.23,Export,2022,Qtr 1,January,1
1230,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,320,1817,,27.65,28.41,Export,2022,Qtr 1,January,1
1232,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,643,1667,9454,-18.19,-19.08,-18.68,Export,2022,Qtr 1,January,1
1233,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,13,27,151,1200,2564.68,2057.14,Export,2022,Qtr 1,January,1
1234,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,980,537,3043,10.24,26.84,27.54,Export,2022,Qtr 1,January,1
